Lambda1
-9.999998146668076515e-04
-1.951892161741852760e-03
-2.824549796059727669e-03
-3.619040129706263542e-03
-4.357018973678350449e-03
-5.061640404164791107e-03
-5.748954135924577713e-03
-6.428534630686044693e-03
-7.107124663889408112e-03
-7.791528478264808655e-03
-8.489600382745265961e-03
-9.209771640598773956e-03
-9.959946386516094208e-03
-1.074641849845647812e-02
-1.157319825142621994e-02
-1.244191266596317291e-02
-1.335219200700521469e-02
-1.430230587720870972e-02
-1.528980396687984467e-02
-1.631201431155204773e-02
-1.736637949943542480e-02
-1.845063082873821259e-02
-1.956287398934364319e-02
-2.070158906280994415e-02
-2.186561003327369690e-02
-2.305405586957931519e-02
-2.426622807979583740e-02
-2.550146542489528656e-02
-2.675897069275379181e-02
-2.803767099976539612e-02
-2.933618985116481781e-02
-3.065299801528453827e-02
-3.198670223355293274e-02
-3.333634138107299805e-02
-3.470155224204063416e-02
-3.608256205916404724e-02
-3.747999295592308044e-02
-3.889463469386100769e-02
-4.032715782523155212e-02
-4.177771881222724915e-02
-4.324521496891975403e-02
-4.472558572888374329e-02
-4.620813578367233276e-02
-4.766791686415672302e-02
-4.905107617378234863e-02
-5.025219172239303589e-02
-5.110476911067962646e-02
-5.145176500082015991e-02
-5.127392336726188660e-02
-5.068004876375198364e-02
-4.979857057332992554e-02
-4.872680082917213440e-02
-4.752818867564201355e-02
-4.623828828334808350e-02
-4.487008973956108093e-02
-4.342745244503021240e-02
-4.192022979259490967e-02
-4.036372154951095581e-02
-3.877646103501319885e-02
-3.716187551617622375e-02
-3.552450612187385559e-02
-3.386981040239334106e-02
-3.220065683126449585e-02
-3.052157722413539886e-02
-2.883895300328731537e-02
-2.715774998068809509e-02
-2.548089250922203064e-02
-2.381111867725849152e-02
-2.215108089148998260e-02
-2.050332725048065186e-02
-1.886936835944652557e-02
-1.724905334413051605e-02
-1.564035750925540924e-02
-1.404015067964792252e-02
-1.244463492184877396e-02
-1.085051614791154861e-02
-9.255292825400829315e-03
-7.656231522560119629e-03
-6.050172261893749237e-03
-4.435557872056961060e-03
-2.813239581882953644e-03
-1.185282017104327679e-03
4.454584559425711632e-04
2.075470052659511566e-03
3.701974172145128250e-03
5.323680117726325989e-03
6.939648650586605072e-03
8.548934012651443481e-03
1.015136018395423889e-02
1.174758933484554291e-02
1.333842892199754715e-02
1.492454111576080322e-02
1.650641858577728271e-02
1.808409020304679871e-02
1.965728029608726501e-02
2.122609317302703857e-02
2.279121428728103638e-02
2.435341104865074158e-02
2.591343969106674194e-02
2.747236378490924835e-02
2.903137728571891785e-02
3.059164062142372131e-02
3.215433657169342041e-02
3.372020274400711060e-02
3.528920561075210571e-02
3.686101362109184265e-02
3.843536227941513062e-02
4.001199826598167419e-02
4.159083589911460876e-02
4.317190498113632202e-02
4.475516080856323242e-02
4.634067416191101074e-02
4.792877286672592163e-02
4.951976984739303589e-02
5.111390352249145508e-02
5.271136388182640076e-02
5.431211739778518677e-02
5.591596290469169617e-02
5.752241984009742737e-02
5.913045629858970642e-02
6.073858588933944702e-02
6.234510987997055054e-02
6.394850462675094604e-02
6.554792076349258423e-02
6.714336574077606201e-02
6.873543560504913330e-02
7.032474130392074585e-02
7.191120088100433350e-02
7.349377125501632690e-02
7.507079094648361206e-02
7.664074003696441650e-02
7.820295542478561401e-02
7.975788414478302002e-02
8.130680024623870850e-02
8.285112679004669189e-02
8.439178764820098877e-02
8.592882752418518066e-02
8.746158331632614136e-02
8.898916095495223999e-02
9.051102399826049805e-02
9.202724695205688477e-02
9.353840351104736328e-02
9.504526108503341675e-02
9.654846787452697754e-02
9.804853796958923340e-02
9.954578429460525513e-02
1.010404750704765320e-01
1.025327146053314209e-01
1.040225923061370850e-01
1.055100709199905396e-01
1.069954112172126770e-01
1.084790080785751343e-01
1.099616661667823792e-01
1.114439442753791809e-01
1.129258573055267334e-01
1.144076660275459290e-01
1.158886924386024475e-01
1.173690110445022583e-01
1.188493743538856506e-01
1.203297078609466553e-01
1.218116059899330139e-01
1.232956424355506897e-01
1.247812956571578979e-01
1.262698471546173096e-01
1.277607828378677368e-01
1.292537152767181396e-01
1.307499855756759644e-01
1.322488933801651001e-01
1.337510943412780762e-01
1.352579891681671143e-01
1.367686837911605835e-01
1.382839828729629517e-01
1.398041546344757080e-01
1.413280367851257324e-01
1.428568512201309204e-01
1.443908512592315674e-01
1.459299325942993164e-01
1.474756449460983276e-01
1.490276604890823364e-01
1.505861133337020874e-01
1.521518826484680176e-01
1.537241935729980469e-01
1.553038358688354492e-01
1.568911373615264893e-01
1.584856659173965454e-01
1.600885391235351562e-01
1.616992056369781494e-01
1.633176952600479126e-01
1.649443358182907104e-01
1.665781885385513306e-01
1.682201176881790161e-01
1.698694676160812378e-01
1.715264171361923218e-01
1.731909066438674927e-01
1.748621165752410889e-01
1.765405386686325073e-01
1.782249063253402710e-01
1.799161881208419800e-01
1.816127002239227295e-01
1.833155006170272827e-01
1.850222498178482056e-01
1.867343038320541382e-01
1.884483695030212402e-01
1.901667863130569458e-01
1.918850690126419067e-01
1.936063021421432495e-01
1.953264623880386353e-01
1.970472335815429688e-01
1.987677216529846191e-01
2.004867196083068848e-01
2.022056430578231812e-01
2.039219588041305542e-01
2.056376039981842041e-01
2.073513865470886230e-01
2.090639024972915649e-01
2.107764631509780884e-01
2.124877870082855225e-01
2.142001986503601074e-01
2.159129530191421509e-01
2.176273763179779053e-01
2.193450331687927246e-01
2.210655361413955688e-01
2.227910757064819336e-01
2.245210260152816772e-01
2.262566685676574707e-01
2.279988378286361694e-01
2.297477722167968750e-01
2.315048724412918091e-01
2.332696467638015747e-01
2.350430041551589966e-01
2.368246912956237793e-01
2.386152893304824829e-01
2.404149174690246582e-01
2.422237396240234375e-01
2.440415918827056885e-01
2.458683401346206665e-01
2.477037608623504639e-01
2.495479136705398560e-01
2.514004409313201904e-01
2.532613575458526611e-01
2.551299035549163818e-01
2.570062577724456787e-01
2.588891983032226562e-01
2.607793807983398438e-01
2.626737058162689209e-01
2.645714581012725830e-01
2.664749026298522949e-01
2.683787047863006592e-01
2.702910304069519043e-01
2.722049951553344727e-01
2.741207778453826904e-01
2.760443985462188721e-01
2.779651582241058350e-01
2.798881530761718750e-01
2.818184494972229004e-01
2.837473452091217041e-01
2.856784164905548096e-01
2.876148819923400879e-01
2.895517051219940186e-01
2.914882898330688477e-01
2.934309244155883789e-01
2.953765094280242920e-01
2.973194718360900879e-01
2.992689609527587891e-01
3.012190759181976318e-01
3.031668066978454590e-01
3.051185905933380127e-01
3.070722818374633789e-01
3.090224862098693848e-01
3.109753429889678955e-01
3.129299581050872803e-01
3.148791491985321045e-01
3.168333470821380615e-01
3.187842965126037598e-01
3.207379877567291260e-01
3.226798772811889648e-01
3.246463239192962646e-01
3.265614211559295654e-01
3.285133540630340576e-01
3.304587006568908691e-01
3.323706388473510742e-01
3.343171179294586182e-01
3.362554013729095459e-01
3.381611406803131104e-01
3.400929272174835205e-01
3.420188128948211670e-01
3.439149856567382812e-01
3.458333313465118408e-01
3.477489352226257324e-01
3.496352732181549072e-01
3.515373766422271729e-01
3.534365296363830566e-01
3.553054630756378174e-01
3.571914136409759521e-01
3.590679764747619629e-01
3.609142601490020752e-01
3.627816140651702881e-01
3.646215796470642090e-01
3.664489388465881348e-01
3.682897984981536865e-01
3.700938820838928223e-01
3.719027042388916016e-01
3.737018406391143799e-01
3.754769265651702881e-01
3.772535622119903564e-01
3.790180683135986328e-01
3.807514607906341553e-01
3.825109601020812988e-01
3.841955065727233887e-01
3.859235644340515137e-01
3.875921070575714111e-01
3.892562985420227051e-01
3.909376263618469238e-01
3.925601243972778320e-01
3.942062854766845703e-01
3.958256542682647705e-01
3.974172472953796387e-01
3.990269005298614502e-01
4.005914926528930664e-01
4.021652936935424805e-01
4.037193655967712402e-01
4.052567780017852783e-01
4.067960679531097412e-01
4.083061516284942627e-01
4.098271727561950684e-01
4.113065004348754883e-01
4.128096997737884521e-01
4.142564535140991211e-01
4.157418012619018555e-01
4.171605110168457031e-01
4.186255633831024170e-01
4.200197756290435791e-01
4.214659631252288818e-01
4.228200316429138184e-01
4.242610335350036621e-01
4.255489408969879150e-01
4.269568622112274170e-01
4.282416701316833496e-01
4.295565187931060791e-01
4.309085905551910400e-01
4.321456849575042725e-01
4.334851503372192383e-01
4.347366094589233398e-01
4.359917342662811279e-01
4.372932314872741699e-01
4.384864866733551025e-01
4.397657811641693115e-01
4.409784078598022461e-01
4.421893656253814697e-01
4.434416592121124268e-01
4.446001946926116943e-01
4.458414614200592041e-01
4.469965398311614990e-01
4.481850862503051758e-01
4.493710398674011230e-01
4.505041837692260742e-01
4.517091810703277588e-01
4.527995288372039795e-01
4.539917409420013428e-01
4.550607800483703613e-01
4.562149643898010254e-01
4.572852849960327148e-01
4.584009349346160889e-01
4.594761729240417480e-01
4.605684280395507812e-01
