Lambda2
2.476274967193603516e-03
2.474019536748528481e-03
2.472124295309185982e-03
2.470666542649269104e-03
2.469671191647648811e-03
2.469128463417291641e-03
2.469005994498729706e-03
2.469259081408381462e-03
2.469836268573999405e-03
2.470690058544278145e-03
2.471779007464647293e-03
2.473067492246627808e-03
2.474527806043624878e-03
2.476136665791273117e-03
2.477876609191298485e-03
2.479733433574438095e-03
2.481692237779498100e-03
2.483742777258157730e-03
2.485872013494372368e-03
2.488069236278533936e-03
2.490320941433310509e-03
2.492615021765232086e-03
2.494936110451817513e-03
2.497264416888356209e-03
2.499572001397609711e-03
2.501811366528272629e-03
2.503897529095411301e-03
2.505665179342031479e-03
2.506821881979703903e-03
2.507009543478488922e-03
2.506151562556624413e-03
2.504536183550953865e-03
2.502468647435307503e-03
2.500133356079459190e-03
2.497625071555376053e-03
2.494992222636938095e-03
2.492255996912717819e-03
2.489425707608461380e-03
2.486500190570950508e-03
2.483472693711519241e-03
2.480335300788283348e-03
2.477080328390002251e-03
2.473708009347319603e-03
2.470243722200393677e-03
2.466766629368066788e-03
2.463449491187930107e-03
2.460546325892210007e-03
2.458254806697368622e-03
2.456529997289180756e-03
2.454959554597735405e-03
2.452858025208115578e-03
2.450344618409872055e-03
2.447657519951462746e-03
2.444767160341143608e-03
2.441687975078821182e-03
2.438437193632125854e-03
2.435008296743035316e-03
2.431401051580905914e-03
2.427663886919617653e-03
2.423864090815186501e-03
2.420072676613926888e-03
2.416356233879923820e-03
2.412775531411170959e-03
2.409371314570307732e-03
2.406161045655608177e-03
2.403144259005784988e-03
2.400312107056379318e-03
2.397651551291346550e-03
2.395154675468802452e-03
2.392808673903346062e-03
2.390598645433783531e-03
2.388500841334462166e-03
2.386489184573292732e-03
2.384535036981105804e-03
2.382614184170961380e-03
2.380702877417206764e-03
2.378776203840970993e-03
2.376803196966648102e-03
2.374762902036309242e-03
2.372636226937174797e-03
2.370432252064347267e-03
2.368146786466240883e-03
2.365787746384739876e-03
2.363367006182670593e-03
2.360892482101917267e-03
2.358385594561696053e-03
2.355870092287659645e-03
2.353353891521692276e-03
2.350842813029885292e-03
2.348346635699272156e-03
2.345869783312082291e-03
2.343415748327970505e-03
2.340988954529166222e-03
2.338585676625370979e-03
2.336197299882769585e-03
2.333820099011063576e-03
2.331456402316689491e-03
2.329101786017417908e-03
2.326750895008444786e-03
2.324400003999471664e-03
2.322044689208269119e-03
2.319684252142906189e-03
2.317321719601750374e-03
2.314957091584801674e-03
2.312587108463048935e-03
2.310214331373572350e-03
2.307840390130877495e-03
2.305466914549469948e-03
2.303094603121280670e-03
2.300722524523735046e-03
2.298347651958465576e-03
2.295971615239977837e-03
