Lambda1
-9.999999310821294785e-04
-1.940561924129724503e-03
-2.798771252855658531e-03
-3.580592107027769089e-03
-4.310267977416515350e-03
-5.012718960642814636e-03
-5.705021321773529053e-03
-6.396641954779624939e-03
-7.092844694852828979e-03
-7.797834463417530060e-03
-8.516442030668258667e-03
-9.254392236471176147e-03
-1.001766044646501541e-02
-1.081151608377695084e-02
-1.163975242525339127e-02
-1.250436902046203613e-02
-1.340571139007806778e-02
-1.434287801384925842e-02
-1.531419716775417328e-02
-1.631765998899936676e-02
-1.735123991966247559e-02
-1.841311156749725342e-02
-1.950177736580371857e-02
-2.061612904071807861e-02
-2.175546437501907349e-02
-2.291945368051528931e-02
-2.410804480314254761e-02
-2.532128803431987762e-02
-2.655909769237041473e-02
-2.782103605568408966e-02
-2.910620905458927155e-02
-3.041336499154567719e-02
-3.174117207527160645e-02
-3.308853507041931152e-02
-3.445477038621902466e-02
-3.583954647183418274e-02
-3.724256902933120728e-02
-3.866304829716682434e-02
-4.009874537587165833e-02
-4.154402390122413635e-02
-4.298561438918113708e-02
-4.439380764961242676e-02
-4.570694267749786377e-02
-4.681538045406341553e-02
-4.757699742913246155e-02
-4.789286479353904724e-02
-4.776641726493835449e-02
-4.726939275860786438e-02
-4.648556932806968689e-02
-4.548877105116844177e-02
-4.434116184711456299e-02
-4.309077933430671692e-02
-4.176574572920799255e-02
-4.037504270672798157e-02
-3.892279788851737976e-02
-3.741948306560516357e-02
-3.586916252970695496e-02
-3.427316620945930481e-02
-3.264072164893150330e-02
-3.098145499825477600e-02
-2.930363453924655914e-02
-2.761559188365936279e-02
-2.592540718615055084e-02
-2.424016036093235016e-02
-2.256584167480468750e-02
-2.090775966644287109e-02
-1.926995813846588135e-02
-1.765462011098861694e-02
-1.606111228466033936e-02
-1.448736805468797684e-02
-1.292991545051336288e-02
-1.138518750667572021e-02
-9.848564863204956055e-03
-8.315009996294975281e-03
-6.779068149626255035e-03
-5.236517637968063354e-03
-3.684777766466140747e-03
-2.123642945662140846e-03
-5.537928082048892975e-04
1.021675532683730125e-03
2.601139247417449951e-03
4.181291442364454269e-03
5.760678090155124664e-03
7.337844930589199066e-03
8.909691125154495239e-03
1.047329138964414597e-02
1.202643755823373795e-02
1.356693822890520096e-02
1.509378105401992798e-02
1.660781167447566986e-02
1.810956373810768127e-02
1.959947124123573303e-02
2.107966504991054535e-02
2.255211398005485535e-02
2.401755191385746002e-02
2.547712065279483795e-02
2.693197689950466156e-02
2.838199399411678314e-02
2.982760407030582428e-02
3.127030283212661743e-02
3.271013498306274414e-02
3.414661064743995667e-02
3.558010235428810120e-02
3.700986504554748535e-02
3.843468800187110901e-02
3.985450416803359985e-02
4.126866534352302551e-02
4.267622530460357666e-02
4.407777637243270874e-02
4.547388106584548950e-02
4.686442390084266663e-02
4.825006052851676941e-02
4.963131994009017944e-02
5.100814253091812134e-02
5.238138884305953979e-02
5.375196039676666260e-02
5.511998757719993591e-02
5.648623779416084290e-02
5.785148218274116516e-02
5.921568721532821655e-02
6.057924032211303711e-02
6.194233521819114685e-02
6.330467760562896729e-02
6.466674059629440308e-02
6.602897495031356812e-02
6.739145517349243164e-02
6.875485181808471680e-02
7.011961191892623901e-02
7.148604094982147217e-02
7.285499572753906250e-02
7.422703504562377930e-02
7.560285925865173340e-02
7.698363810777664185e-02
7.837023586034774780e-02
7.976368069648742676e-02
8.116503804922103882e-02
8.257503062486648560e-02
8.399469405412673950e-02
8.542487025260925293e-02
8.686621487140655518e-02
8.831962198019027710e-02
8.978578448295593262e-02
9.126547724008560181e-02
9.275925904512405396e-02
9.426733851432800293e-02
9.578981995582580566e-02
9.732611477375030518e-02
9.887532889842987061e-02
1.004365459084510803e-01
1.020088195800781250e-01
1.035909131169319153e-01
1.051811352372169495e-01
1.067775860428810120e-01
1.083780452609062195e-01
1.099807694554328918e-01
1.115847080945968628e-01
1.131894066929817200e-01
1.147943437099456787e-01
1.163991689682006836e-01
1.180037036538124084e-01
1.196084097027778625e-01
1.212143078446388245e-01
1.228229328989982605e-01
1.244357153773307800e-01
1.260536164045333862e-01
1.276787519454956055e-01
1.293109357357025146e-01
1.309544146060943604e-01
1.326069235801696777e-01
1.342724412679672241e-01
1.359516978263854980e-01
1.376413702964782715e-01
1.393470317125320435e-01
1.410635113716125488e-01
1.427907645702362061e-01
1.445331722497940063e-01
1.462825536727905273e-01
1.480430662631988525e-01
1.498147845268249512e-01
1.515896916389465332e-01
1.533752530813217163e-01
1.551667749881744385e-01
1.569604277610778809e-01
1.587633043527603149e-01
1.605657190084457397e-01
1.623711436986923218e-01
1.641799360513687134e-01
1.659834235906600952e-01
1.677896231412887573e-01
1.695882529020309448e-01
1.713816523551940918e-01
1.731688678264617920e-01
1.749416142702102661e-01
1.767068952322006226e-01
1.784533262252807617e-01
1.801862567663192749e-01
1.819022148847579956e-01
1.835979670286178589e-01
1.852787882089614868e-01
1.869381666183471680e-01
1.885814964771270752e-01
1.902077049016952515e-01
1.918165981769561768e-01
1.934130191802978516e-01
1.949952691793441772e-01
1.965679228305816650e-01
1.981329470872879028e-01
1.996903121471405029e-01
2.012462913990020752e-01
2.027972191572189331e-01
2.043519914150238037e-01
2.059031575918197632e-01
2.074630558490753174e-01
2.090164273977279663e-01
2.105863243341445923e-01
2.121388614177703857e-01
2.137055844068527222e-01
2.152734100818634033e-01
2.168373763561248779e-01
2.184269875288009644e-01
2.200015634298324585e-01
2.215790599584579468e-01
2.231806516647338867e-01
2.247643321752548218e-01
2.263583838939666748e-01
2.279819846153259277e-01
2.295787334442138672e-01
2.311696261167526245e-01
2.328042089939117432e-01
2.344205975532531738e-01
2.360225468873977661e-01
2.376613169908523560e-01
2.392969876527786255e-01
2.409126311540603638e-01
2.425498217344284058e-01
2.442092150449752808e-01
2.458474189043045044e-01
2.474830448627471924e-01
2.491532564163208008e-01
2.508084177970886230e-01
2.524526417255401611e-01
2.541324198246002197e-01
2.558004558086395264e-01
2.574508786201477051e-01
2.591328024864196777e-01
2.608101069927215576e-01
2.624719142913818359e-01
2.641578018665313721e-01
2.658393085002899170e-01
2.675073444843292236e-01
2.691971063613891602e-01
