$0.005$ & $0.280$ & $0.436$ & $2.361$ \\
$0.001$ & $0.270$ & $1.527$ & $8.529$ \\
$0.003$ & $0.202$ & $0.943$ & $4.794$ \\
$0.002$ & $0.131$ & $0.152$ & $0.645$ \\
