$2.89e-01$ & $1.06e-01$ & $2.88e-01$ & $7.79e-02$ & $3.62e-01$ & $2.89e-01$ \\
$7.99e-03$ & $1.55e-01$ & $5.83e-01$ & $1.07e-02$ & $2.13e-03$ & $4.19e-03$ \\
$2.50e-01$ & $8.95e-02$ & $1.07e-01$ & $1.77e-03$ & $3.75e-03$ & $2.48e-03$ \\
$2.33e-01$ & $2.91e-03$ & $2.21e-03$ & $9.31e-04$ & $2.56e-03$ & $9.11e-04$ \\
$6.51e-03$ & $8.42e-03$ & $9.57e-04$ & $7.16e-03$ & $6.91e-04$ & $1.22e-03$ \\
$1.48e-02$ & $1.26e-02$ & $7.68e-04$ & $2.25e-03$ & $9.84e-04$ & $1.24e-03$ \\
