$1.59e-01$ & $1.91e-02$ & $2.81e-02$ \\
$7.64e-03$ & $1.39e-03$ & $6.32e-04$ \\
$2.01e-03$ & $3.16e-03$ & $1.14e-03$ \\
$1.91e-03$ & $7.10e-04$ & $9.21e-04$ \\
