Iter,Loss,ErrorLambda1,ErrorLambda2
1.120000000000000000e+02,1.526295766234397888e-02,5.836569964885711670e+01,2.629090446808812942e+01
1.130000000000000000e+02,1.494614779949188232e-02,5.755304992198944092e+01,2.610950263274042626e+01
1.140000000000000000e+02,1.471894793212413788e-02,5.685166120529174805e+01,2.588355494347065644e+01
1.150000000000000000e+02,1.466941460967063904e-02,5.670111179351806641e+01,2.587924664988114287e+01
1.160000000000000000e+02,1.462959684431552887e-02,5.669743120670318604e+01,2.591075790418267388e+01
1.170000000000000000e+02,1.461594458669424057e-02,5.680841505527496338e+01,2.591584885891662537e+01
1.180000000000000000e+02,1.458895392715930939e-02,5.686923861503601074e+01,2.590715912583625880e+01
1.190000000000000000e+02,1.448083762079477310e-02,5.681646466255187988e+01,2.584505825559021375e+01
1.200000000000000000e+02,1.431227568536996841e-02,5.664257705211639404e+01,2.572395790131535165e+01
1.210000000000000000e+02,1.403375901281833649e-02,5.586043596267700195e+01,2.538754527182699405e+01
1.220000000000000000e+02,1.392352581024169922e-02,5.454505980014801025e+01,2.502836963783854785e+01
1.230000000000000000e+02,1.375655177980661392e-02,5.496389269828796387e+01,2.504789227890883296e+01
1.240000000000000000e+02,1.371882762759923935e-02,5.482234060764312744e+01,2.504478357810146605e+01
1.250000000000000000e+02,1.369074359536170959e-02,5.458234548568725586e+01,2.503888801845266698e+01
1.260000000000000000e+02,1.363013312220573425e-02,5.415363609790802002e+01,2.496302840416270286e+01
1.270000000000000000e+02,1.350484602153301239e-02,5.344177186489105225e+01,2.481926744964965437e+01
1.280000000000000000e+02,1.326769962906837463e-02,5.230194032192230225e+01,2.451815503215274461e+01
1.290000000000000000e+02,1.299080904573202133e-02,5.073741078376770020e+01,2.411746909914824499e+01
1.300000000000000000e+02,1.281406171619892120e-02,5.028021931648254395e+01,2.390262495770338447e+01
1.310000000000000000e+02,1.271890010684728622e-02,5.061298310756683350e+01,2.393044965857687600e+01
