Iter,Loss,ErrorLambda1,ErrorLambda2
1.490000000000000000e+02,1.075133122503757477e-02,4.918422102928161621e+01,1.661577906309755548e+01
1.500000000000000000e+02,1.054303906857967377e-02,4.843087196350097656e+01,1.503605434623436743e+01
1.510000000000000000e+02,1.039153430610895157e-02,4.809448719024658203e+01,1.402633369482037828e+01
1.520000000000000000e+02,1.030030753463506699e-02,4.777190089225769043e+01,1.303819839889473720e+01
1.530000000000000000e+02,1.026963908225297928e-02,4.812143445014953613e+01,1.330334497669790927e+01
1.540000000000000000e+02,1.025060005486011505e-02,4.817394018173217773e+01,1.326249299079400323e+01
1.550000000000000000e+02,1.023199502378702164e-02,4.811089038848876953e+01,1.328941068249075741e+01
1.560000000000000000e+02,1.020731031894683838e-02,4.797802567481994629e+01,1.323998599694864353e+01
1.570000000000000000e+02,1.015617605298757553e-02,4.777953624725341797e+01,1.301572066340991896e+01
1.580000000000000000e+02,1.008194312453269958e-02,4.744514226913452148e+01,1.251965247504517897e+01
1.590000000000000000e+02,9.910465218126773834e-03,4.646242260932922363e+01,1.103154299962271345e+01
1.600000000000000000e+02,9.724568575620651245e-03,4.531691074371337891e+01,9.255597087798342670e+00
1.610000000000000000e+02,9.631995111703872681e-03,4.474052786827087402e+01,7.935650039579248194e+00
1.620000000000000000e+02,9.551674127578735352e-03,4.475858211517333984e+01,7.840077604875496320e+00
1.630000000000000000e+02,9.490216150879859924e-03,4.455560445785522461e+01,7.613040041675608549e+00
1.640000000000000000e+02,9.422732517123222351e-03,4.403074383735656738e+01,7.270863515160877810e+00
1.650000000000000000e+02,9.410656057298183441e-03,4.351737499237060547e+01,6.529939422027419837e+00
1.660000000000000000e+02,9.398599155247211456e-03,4.349331855773925781e+01,6.727316322229931700e+00
1.670000000000000000e+02,9.388554841279983521e-03,4.342297911643981934e+01,6.744432463145804135e+00
1.680000000000000000e+02,9.356858208775520325e-03,4.318534731864929199e+01,6.619660184623181287e+00
1.690000000000000000e+02,9.286588057875633240e-03,4.271849989891052246e+01,6.180616540950806481e+00
1.700000000000000000e+02,9.079685434699058533e-03,4.117730855941772461e+01,4.337998140046020801e+00
1.710000000000000000e+02,8.855551481246948242e-03,3.954483866691589355e+01,1.983526665265191280e+00
1.720000000000000000e+02,8.596123196184635162e-03,3.876615166664123535e+01,9.507723695161238719e-01
1.730000000000000000e+02,8.382896892726421356e-03,3.881840109825134277e+01,3.649980477358930053e-02
1.740000000000000000e+02,8.501207455992698669e-03,3.957542777061462402e+01,9.972419606437015194e-01
1.750000000000000000e+02,8.321244269609451294e-03,3.909069299697875977e+01,3.365369775206553116e-01
1.760000000000000000e+02,8.326678536832332611e-03,3.905192613601684570e+01,1.054471313859846326e-01
1.770000000000000000e+02,8.289892226457595825e-03,3.907215595245361328e+01,2.260866664823389660e-01
1.780000000000000000e+02,8.280275389552116394e-03,3.865986466407775879e+01,2.476135052496082067e-01
1.790000000000000000e+02,8.261113427579402924e-03,3.863598108291625977e+01,3.843670824133407771e-01
1.800000000000000000e+02,8.227972313761711121e-03,3.837013840675354004e+01,1.071543567234908068e+00
1.810000000000000000e+02,8.185651153326034546e-03,3.795164823532104492e+01,2.016691016937226077e+00
1.820000000000000000e+02,8.122104220092296600e-03,3.673015236854553223e+01,4.676853842639467018e+00
1.830000000000000000e+02,8.026852272450923920e-03,3.595584630966186523e+01,6.423833977529286088e+00
1.840000000000000000e+02,7.954020053148269653e-03,3.488976955413818359e+01,8.908958661301268123e+00
1.850000000000000000e+02,7.871888577938079834e-03,3.434391021728515625e+01,1.030156153333119740e+01
1.860000000000000000e+02,7.784506771713495255e-03,3.412477970123291016e+01,1.131795309094829705e+01
