Lambda2
2.478752285242080688e-03
2.478752285242080688e-03
2.478756941854953766e-03
2.478799317032098770e-03
2.478771144524216652e-03
2.478785114362835884e-03
2.478851238265633583e-03
2.479136222973465919e-03
2.479923656210303307e-03
2.479489892721176147e-03
2.479639835655689240e-03
2.479842165485024452e-03
2.478145994246006012e-03
2.477240981534123421e-03
2.474696841090917587e-03
2.469674916937947273e-03
2.452798420563340187e-03
2.362439641728997231e-03
2.412323374301195145e-03
2.406443236395716667e-03
2.402378944680094719e-03
2.401094185188412666e-03
2.405264182016253471e-03
2.398999640718102455e-03
2.372537739574909210e-03
2.341011306270956993e-03
2.316621132194995880e-03
2.330847084522247314e-03
2.344735898077487946e-03
2.341663232073187828e-03
2.335746074095368385e-03
2.339951926842331886e-03
2.340337028726935387e-03
2.339245751500129700e-03
2.340438542887568474e-03
2.341566141694784164e-03
2.345969434827566147e-03
2.345198765397071838e-03
2.344848588109016418e-03
2.344544744119048119e-03
2.346274675801396370e-03
2.348982729017734528e-03
2.350778784602880478e-03
2.351772272959351540e-03
2.353294519707560539e-03
2.354351803660392761e-03
2.351685892790555954e-03
2.346134977415204048e-03
2.347332425415515900e-03
2.346755936741828918e-03
2.346715657040476799e-03
2.345874207094311714e-03
2.345281653106212616e-03
2.344136824831366539e-03
2.342376857995986938e-03
2.339727710932493210e-03
2.335746074095368385e-03
2.329868264496326447e-03
2.323467982932925224e-03
2.318831626325845718e-03
2.314990153536200523e-03
2.309940056875348091e-03
2.308524912223219872e-03
2.308686962351202965e-03
2.312041353434324265e-03
2.309568691998720169e-03
2.306661102920770645e-03
2.306534443050622940e-03
2.306229900568723679e-03
2.305575646460056305e-03
2.305648289620876312e-03
2.305973786860704422e-03
2.307496033608913422e-03
2.307201037183403969e-03
2.307636663317680359e-03
2.307556569576263428e-03
2.309094183146953583e-03
2.310998504981398582e-03
2.320806030184030533e-03
2.327483147382736206e-03
2.338988240808248520e-03
2.342661609873175621e-03
2.346595749258995056e-03
2.361089456826448441e-03
2.355502685531973839e-03
2.356789307668805122e-03
2.363595878705382347e-03
2.360621001571416855e-03
2.360929502174258232e-03
2.360783284530043602e-03
2.363503212109208107e-03
2.366717439144849777e-03
2.367351902648806572e-03
2.366785192862153053e-03
2.367288572713732719e-03
2.369466004893183708e-03
2.370792906731367111e-03
2.372170099988579750e-03
2.372494898736476898e-03
2.378737553954124451e-03
2.383111976087093353e-03
2.393946750089526176e-03
2.397614764049649239e-03
2.392442664131522179e-03
2.393040340393781662e-03
2.394855488091707230e-03
2.396799856796860695e-03
2.406531712040305138e-03
2.413285197690129280e-03
2.417162992060184479e-03
2.417339244857430458e-03
2.415629336610436440e-03
2.417474286630749702e-03
2.418484073132276535e-03
2.424648962914943695e-03
2.429354470223188400e-03
2.440376207232475281e-03
2.449912251904606819e-03
2.454354660585522652e-03
2.450240775942802429e-03
2.446262165904045105e-03
2.447735983878374100e-03
2.449215156957507133e-03
2.453578868880867958e-03
2.459777984768152237e-03
2.487305318936705589e-03
2.467570127919316292e-03
2.494329586625099182e-03
2.483620541170239449e-03
2.485467586666345596e-03
2.499225316569209099e-03
2.491368446499109268e-03
2.497394103556871414e-03
2.500503091141581535e-03
2.511729020625352859e-03
2.521800110116600990e-03
2.549901138991117477e-03
2.567396732047200203e-03
2.567292656749486923e-03
2.561812987551093102e-03
2.560782246291637421e-03
2.560342429205775261e-03
2.562682842835783958e-03
2.561969216912984848e-03
2.560799242928624153e-03
2.559286775067448616e-03
2.562616951763629913e-03
2.571574877947568893e-03
2.576797734946012497e-03
2.576205413788557053e-03
2.580251544713973999e-03
2.589340088889002800e-03
2.601731335744261742e-03
2.614892553538084030e-03
2.625585300847887993e-03
2.627319889143109322e-03
2.636311575770378113e-03
2.633295021951198578e-03
2.632306888699531555e-03
2.634641248732805252e-03
2.644255524501204491e-03
2.660704310983419418e-03
2.685821149498224258e-03
2.719817915931344032e-03
2.789105754345655441e-03
2.811019774526357651e-03
2.814301522448658943e-03
2.810883102938532829e-03
2.795316744595766068e-03
2.804003655910491943e-03
2.807068638503551483e-03
2.804234856739640236e-03
2.804138697683811188e-03
2.802836708724498749e-03
2.802666742354631424e-03
2.815633080899715424e-03
2.840564819052815437e-03
2.849454525858163834e-03
2.844802103936672211e-03
2.881009131669998169e-03
2.898352919146418571e-03
2.925514942035079002e-03
2.948211273178458214e-03
2.969899447634816170e-03
2.983585465699434280e-03
3.029129700735211372e-03
3.042860887944698334e-03
3.075839951634407043e-03
3.136261599138379097e-03
3.102039918303489685e-03
3.116520820185542107e-03
