Iter,Loss,ErrorLambda1,ErrorLambda2
7.400000000000000000e+01,2.311464585363864899e-02,8.078080862760543823e+01,2.687647398134457788e+01
7.500000000000000000e+01,2.296728640794754028e-02,7.992877066135406494e+01,2.676047921098393800e+01
7.600000000000000000e+01,2.288291789591312408e-02,7.920847833156585693e+01,2.669987051712542936e+01
7.700000000000000000e+01,2.283542789518833160e-02,7.868167012929916382e+01,2.664972168715995338e+01
7.800000000000000000e+01,2.271994203329086304e-02,7.796685546636581421e+01,2.657021940698276907e+01
7.900000000000000000e+01,2.241461910307407379e-02,7.651146501302719116e+01,2.618950230504679055e+01
8.000000000000000000e+01,2.220060676336288452e-02,7.649866342544555664e+01,2.587651830776079365e+01
8.100000000000000000e+01,2.207341045141220093e-02,7.651171833276748657e+01,2.540881609993953560e+01
8.200000000000000000e+01,2.184635214507579803e-02,7.828476876020431519e+01,2.553071374453910636e+01
8.300000000000000000e+01,2.177092060446739197e-02,7.845817357301712036e+01,2.546843732412982320e+01
8.400000000000000000e+01,2.163776382803916931e-02,7.858494520187377930e+01,2.515022339489731351e+01
8.500000000000000000e+01,2.153655886650085449e-02,7.864640504121780396e+01,2.488695666675883089e+01
8.600000000000000000e+01,2.142426930367946625e-02,7.867189347743988037e+01,2.459843997347437039e+01
8.700000000000000000e+01,2.131403423845767975e-02,7.851780354976654053e+01,2.418270792856220197e+01
8.800000000000000000e+01,2.101599797606468201e-02,7.785253673791885376e+01,2.336683854490565793e+01
8.900000000000000000e+01,2.174745500087738037e-02,7.586306631565093994e+01,2.126183116667858641e+01
9.000000000000000000e+01,2.078747935593128204e-02,7.697927057743072510e+01,2.244986689640331434e+01
9.100000000000000000e+01,2.057406678795814514e-02,7.450025081634521484e+01,2.041183190545219261e+01
9.200000000000000000e+01,2.030025422573089600e-02,7.546532750129699707e+01,2.121153604491041023e+01
9.300000000000000000e+01,2.049401588737964630e-02,7.281447052955627441e+01,2.083566851623393035e+01
9.400000000000000000e+01,2.004096657037734985e-02,7.430492937564849854e+01,2.104722109211804693e+01
9.500000000000000000e+01,1.992921903729438782e-02,7.430688738822937012e+01,2.099947144771684648e+01
9.600000000000000000e+01,1.979836821556091309e-02,7.257072627544403076e+01,2.022961083600937471e+01
9.700000000000000000e+01,1.964246295392513275e-02,7.305470407009124756e+01,2.078404213906118514e+01
9.800000000000000000e+01,1.953847706317901611e-02,7.287808358669281006e+01,2.076447561045009138e+01
9.900000000000000000e+01,1.874584518373012543e-02,7.073344886302947998e+01,2.064639618190098247e+01
1.000000000000000000e+02,1.846740022301673889e-02,7.043196856975555420e+01,2.056302448354239232e+01
