l1
0.000000000000000000e+00
-1.629711041459813714e-04
-1.629711128771305084e-03
-5.714588332921266556e-03
-1.762260310351848602e-02
-1.333697885274887085e-01
-5.301932990550994873e-02
-1.252831220626831055e-01
-1.848237365484237671e-01
-1.545440405607223511e-01
-1.413424313068389893e-01
-1.183193549513816833e-01
-6.828716397285461426e-02
1.306614279747009277e-02
7.860621064901351929e-02
3.653291463851928711e-01
2.219137698411941528e-01
3.049539327621459961e-01
2.560428678989410400e-01
3.022351562976837158e-01
3.349785804748535156e-01
3.520600795745849609e-01
3.751592934131622314e-01
3.745352327823638916e-01
3.781464397907257080e-01
3.509679436683654785e-01
3.367759883403778076e-01
3.279007375240325928e-01
3.154167830944061279e-01
3.200148344039916992e-01
3.240612447261810303e-01
3.234604001045227051e-01
3.217726349830627441e-01
3.264920413494110107e-01
3.304423689842224121e-01
3.443377315998077393e-01
3.604817092418670654e-01
3.830129206180572510e-01
3.913684487342834473e-01
4.023987650871276855e-01
4.120688140392303467e-01
4.163146913051605225e-01
4.230814874172210693e-01
4.395618140697479248e-01
4.740847349166870117e-01
4.956972897052764893e-01
5.478892922401428223e-01
5.530908703804016113e-01
5.788631439208984375e-01
6.099937558174133301e-01
5.952734947204589844e-01
6.256088614463806152e-01
6.692799329757690430e-01
6.691341400146484375e-01
6.641404032707214355e-01
6.668209433555603027e-01
6.773147583007812500e-01
7.070268988609313965e-01
7.576861381530761719e-01
7.864105701446533203e-01
8.049199581146240234e-01
8.416730761528015137e-01
8.232169151306152344e-01
8.407364487648010254e-01
8.457930088043212891e-01
8.810145854949951172e-01
8.702272772789001465e-01
8.798727393150329590e-01
9.306041002273559570e-01
9.514483213424682617e-01
9.846551418304443359e-01
1.027127146720886230e+00
1.007802963256835938e+00
9.845835566520690918e-01
9.883159399032592773e-01
9.877334237098693848e-01
9.820682406425476074e-01
9.691648483276367188e-01
9.695882201194763184e-01
9.624081850051879883e-01
9.846512079238891602e-01
9.952990412712097168e-01
1.004626750946044922e+00
1.011995196342468262e+00
1.020115017890930176e+00
1.022001028060913086e+00
1.013686418533325195e+00
1.016196489334106445e+00
1.006711959838867188e+00
1.012519478797912598e+00
1.020437359809875488e+00
1.037459731101989746e+00
1.057304024696350098e+00
1.068513512611389160e+00
1.077173471450805664e+00
1.077078342437744141e+00
1.084105134010314941e+00
1.083855748176574707e+00
1.089774966239929199e+00
1.093342185020446777e+00
1.097347021102905273e+00
1.098745346069335938e+00
1.096930623054504395e+00
1.083488345146179199e+00
1.076525092124938965e+00
1.068593740463256836e+00
1.055795907974243164e+00
1.049354195594787598e+00
1.043694853782653809e+00
1.041952729225158691e+00
1.034052491188049316e+00
1.029187083244323730e+00
1.021147251129150391e+00
1.019304275512695312e+00
1.021363973617553711e+00
1.021536827087402344e+00
1.020974636077880859e+00
1.017178058624267578e+00
1.005180716514587402e+00
1.000409364700317383e+00
9.971826076507568359e-01
9.957226514816284180e-01
9.923171997070312500e-01
9.935798048973083496e-01
9.933801889419555664e-01
9.941884279251098633e-01
9.930000305175781250e-01
9.916348457336425781e-01
9.933080673217773438e-01
9.866553544998168945e-01
9.897713065147399902e-01
9.898148179054260254e-01
9.892382025718688965e-01
9.870207309722900391e-01
9.875628948211669922e-01
9.877594709396362305e-01
9.888268113136291504e-01
9.907497763633728027e-01
9.928383231163024902e-01
9.933776259422302246e-01
9.917597770690917969e-01
9.911319017410278320e-01
9.903044700622558594e-01
9.899274706840515137e-01
9.899301528930664062e-01
9.903218150138854980e-01
9.911494851112365723e-01
9.921789169311523438e-01
9.909089803695678711e-01
9.935188889503479004e-01
9.901570081710815430e-01
9.899874329566955566e-01
9.904339313507080078e-01
9.910863637924194336e-01
9.913362264633178711e-01
9.907724261283874512e-01
9.894207715988159180e-01
9.871792197227478027e-01
9.863848686218261719e-01
9.859582781791687012e-01
9.861710071563720703e-01
9.869236350059509277e-01
9.884503483772277832e-01
9.917135238647460938e-01
9.943212270736694336e-01
9.942933917045593262e-01
9.938624501228332520e-01
9.913140535354614258e-01
9.885265231132507324e-01
9.871869683265686035e-01
9.837664961814880371e-01
9.842780232429504395e-01
9.839882254600524902e-01
9.841047525405883789e-01
9.856241941452026367e-01
9.852638840675354004e-01
9.845501780509948730e-01
9.828965067863464355e-01
9.821772575378417969e-01
9.809638857841491699e-01
9.812228083610534668e-01
9.791247248649597168e-01
9.809811115264892578e-01
9.815422296524047852e-01
9.826385378837585449e-01
9.811479449272155762e-01
9.792344570159912109e-01
9.760468602180480957e-01
9.748485684394836426e-01
9.760207533836364746e-01
9.771130084991455078e-01
9.787813425064086914e-01
9.788222908973693848e-01
9.778110384941101074e-01
9.768717288970947266e-01
9.758711457252502441e-01
9.750546216964721680e-01
9.748797416687011719e-01
9.752568006515502930e-01
9.763019680976867676e-01
9.771571755409240723e-01
9.781091213226318359e-01
9.769307971000671387e-01
9.756931662559509277e-01
9.726607203483581543e-01
9.739037156105041504e-01
9.701740741729736328e-01
9.719541072845458984e-01
9.734554886817932129e-01
9.733679890632629395e-01
9.727854132652282715e-01
9.722267389297485352e-01
9.713273048400878906e-01
9.709826111793518066e-01
9.713546633720397949e-01
9.728227257728576660e-01
9.741966724395751953e-01
9.743323922157287598e-01
9.762060046195983887e-01
9.746696352958679199e-01
9.738165736198425293e-01
9.732094407081604004e-01
9.724994301795959473e-01
9.726529121398925781e-01
9.729527235031127930e-01
9.732683300971984863e-01
9.733109474182128906e-01
9.730575680732727051e-01
9.732650518417358398e-01
9.702307581901550293e-01
9.719915390014648438e-01
9.719765782356262207e-01
9.718766212463378906e-01
9.721919894218444824e-01
9.719801545143127441e-01
9.706898927688598633e-01
9.727824330329895020e-01
9.728499650955200195e-01
9.728334546089172363e-01
9.733461141586303711e-01
9.723586440086364746e-01
9.727071523666381836e-01
9.722084999084472656e-01
9.717961549758911133e-01
9.713243246078491211e-01
9.705870747566223145e-01
9.709998965263366699e-01
9.703426361083984375e-01
9.701440334320068359e-01
9.697769284248352051e-01
9.702597856521606445e-01
9.704541563987731934e-01
9.707825779914855957e-01
9.705075621604919434e-01
9.708051085472106934e-01
9.704329967498779297e-01
9.703423380851745605e-01
9.702860713005065918e-01
9.703200459480285645e-01
9.709301590919494629e-01
9.706633090972900391e-01
9.708527326583862305e-01
9.709323048591613770e-01
9.719312787055969238e-01
9.705200195312500000e-01
9.716177582740783691e-01
9.714465737342834473e-01
9.713460803031921387e-01
9.710770249366760254e-01
9.711352586746215820e-01
9.716817736625671387e-01
9.720885157585144043e-01
9.726498126983642578e-01
9.725993275642395020e-01
9.723153710365295410e-01
9.720551371574401855e-01
9.719477295875549316e-01
9.722472429275512695e-01
9.731845855712890625e-01
9.727041125297546387e-01
9.729241728782653809e-01
9.737118482589721680e-01
9.737891554832458496e-01
9.740521311759948730e-01
9.741086363792419434e-01
9.741218686103820801e-01
9.742048978805541992e-01
9.743509292602539062e-01
9.745781421661376953e-01
9.746978282928466797e-01
9.747979044914245605e-01
9.747243523597717285e-01
9.752262830734252930e-01
9.750819206237792969e-01
9.755195379257202148e-01
9.759180545806884766e-01
9.768041372299194336e-01
9.772615432739257812e-01
