Iter,Loss,ErrorLambda1,ErrorLambda2
2.410000000000000000e+02,1.065937328338623047e+01,2.891337871551513672e+00,1.275955055062040202e+02
2.420000000000000000e+02,1.054591560363769531e+01,2.870917320251464844e+00,1.264662790811645863e+02
2.430000000000000000e+02,1.043850708007812500e+01,2.862519025802612305e+00,1.235828383915918494e+02
2.440000000000000000e+02,1.034589576721191406e+01,2.873563766479492188e+00,1.218687227101785169e+02
2.450000000000000000e+02,1.021348762512207031e+01,2.868098020553588867e+00,1.194894474602499628e+02
2.460000000000000000e+02,1.005383872985839844e+01,2.928960323333740234e+00,1.165956639402263306e+02
2.470000000000000000e+02,1.029833221435546875e+01,2.606606483459472656e+00,1.114630453008659288e+02
2.480000000000000000e+02,9.952953338623046875e+00,2.815520763397216797e+00,1.147753989267740877e+02
2.490000000000000000e+02,9.833787918090820312e+00,2.798181772232055664e+00,1.143831906037360255e+02
2.500000000000000000e+02,9.718546867370605469e+00,2.727246284484863281e+00,1.136938636294147784e+02
2.510000000000000000e+02,9.652029037475585938e+00,2.693241834640502930e+00,1.135200104510863923e+02
2.520000000000000000e+02,9.558927536010742188e+00,2.623355388641357422e+00,1.117858674218834807e+02
2.530000000000000000e+02,9.481733322143554688e+00,2.527695894241333008e+00,1.105466441903941046e+02
2.540000000000000000e+02,9.383783340454101562e+00,2.524805068969726562e+00,1.087085315770124510e+02
2.550000000000000000e+02,9.288844108581542969e+00,2.516317367553710938e+00,1.068774702285209628e+02
2.560000000000000000e+02,9.220685005187988281e+00,2.500265836715698242e+00,1.059749668393056226e+02
2.570000000000000000e+02,9.140132904052734375e+00,2.464407682418823242e+00,1.051117720574757044e+02
2.580000000000000000e+02,9.036125183105468750e+00,2.408444881439208984e+00,1.036358633183984068e+02
2.590000000000000000e+02,8.969005584716796875e+00,2.394735813140869141e+00,1.037919713010593057e+02
2.600000000000000000e+02,8.906162261962890625e+00,2.402985095977783203e+00,1.013747772158709637e+02
2.610000000000000000e+02,8.854242324829101562e+00,2.433961629867553711e+00,1.015165632310475701e+02
2.620000000000000000e+02,8.807477951049804688e+00,2.456843852996826172e+00,1.005619653308908283e+02
2.630000000000000000e+02,8.724402427673339844e+00,2.474248409271240234e+00,9.919494158056296840e+01
2.640000000000000000e+02,8.581411361694335938e+00,2.463912963867187500e+00,9.673002710933396031e+01
2.650000000000000000e+02,8.481523513793945312e+00,2.462863922119140625e+00,9.399897859063355554e+01
2.660000000000000000e+02,8.372621536254882812e+00,2.397620677947998047e+00,9.364777585989224917e+01
2.670000000000000000e+02,8.298729896545410156e+00,2.356982231140136719e+00,9.373053313267949704e+01
2.680000000000000000e+02,8.210031509399414062e+00,2.296346426010131836e+00,9.317814991486548593e+01
2.690000000000000000e+02,8.104640007019042969e+00,2.293139696121215820e+00,9.214500794583926790e+01
2.700000000000000000e+02,8.007666587829589844e+00,2.310442924499511719e+00,9.090025488420783972e+01
2.710000000000000000e+02,7.903938770294189453e+00,2.383756637573242188e+00,8.931035557246688938e+01
2.720000000000000000e+02,8.273030281066894531e+00,2.547639608383178711e+00,8.641022298820610104e+01
2.730000000000000000e+02,7.870302200317382812e+00,2.420443296432495117e+00,8.865730896521517934e+01
2.740000000000000000e+02,7.806681156158447266e+00,2.487510442733764648e+00,8.871073473156113209e+01
2.750000000000000000e+02,7.733266830444335938e+00,2.500975131988525391e+00,8.847415162823507728e+01
2.760000000000000000e+02,7.641874790191650391e+00,2.503120899200439453e+00,8.847334702332022971e+01
2.770000000000000000e+02,7.524724483489990234e+00,2.462172508239746094e+00,8.656415122300677467e+01
2.780000000000000000e+02,7.469880580902099609e+00,2.428656816482543945e+00,8.690347505936887273e+01
2.790000000000000000e+02,7.416425704956054688e+00,2.402269840240478516e+00,8.551513659338763773e+01
2.800000000000000000e+02,7.328102588653564453e+00,2.339941263198852539e+00,8.467112066689166738e+01
2.810000000000000000e+02,7.275982856750488281e+00,2.453553676605224609e+00,8.270111136419593834e+01
2.820000000000000000e+02,7.230673789978027344e+00,2.397352457046508789e+00,8.224438835616729193e+01
