Iter,Loss,L2
1.000000000000000000e+00,2.064245343208312988e-01,9.393867850303649902e-01
2.000000000000000000e+00,1.878506839275360107e-01,8.850287199020385742e-01
3.000000000000000000e+00,1.823924332857131958e-01,8.533775210380554199e-01
4.000000000000000000e+00,1.811363548040390015e-01,8.449805378913879395e-01
5.000000000000000000e+00,1.804237514734268188e-01,8.406687378883361816e-01
6.000000000000000000e+00,1.745741665363311768e-01,8.136040568351745605e-01
7.000000000000000000e+00,1.636678576469421387e-01,8.069038391113281250e-01
8.000000000000000000e+00,1.526907831430435181e-01,8.121321201324462891e-01
9.000000000000000000e+00,1.455908864736557007e-01,7.882680892944335938e-01
1.000000000000000000e+01,1.378364413976669312e-01,7.326539754867553711e-01
1.100000000000000000e+01,1.323885470628738403e-01,6.985778212547302246e-01
1.200000000000000000e+01,1.274030506610870361e-01,6.881240010261535645e-01
1.300000000000000000e+01,1.250258088111877441e-01,6.603394746780395508e-01
1.400000000000000000e+01,1.214195340871810913e-01,6.514883637428283691e-01
1.500000000000000000e+01,1.197824403643608093e-01,6.415123939514160156e-01
1.600000000000000000e+01,1.181071251630783081e-01,6.367263793945312500e-01
1.700000000000000000e+01,1.151213794946670532e-01,6.238941550254821777e-01
1.800000000000000000e+01,1.122689098119735718e-01,6.256069540977478027e-01
1.900000000000000000e+01,1.097590774297714233e-01,6.142337322235107422e-01
2.000000000000000000e+01,1.076421812176704407e-01,6.349504590034484863e-01
2.100000000000000000e+01,1.063669025897979736e-01,6.232618689537048340e-01
2.200000000000000000e+01,1.041635572910308838e-01,6.023110747337341309e-01
2.300000000000000000e+01,1.014909446239471436e-01,5.952125191688537598e-01
2.400000000000000000e+01,1.015378981828689575e-01,6.222863793373107910e-01
2.500000000000000000e+01,1.003847122192382812e-01,6.069338321685791016e-01
2.600000000000000000e+01,9.968894720077514648e-02,6.140549182891845703e-01
2.700000000000000000e+01,9.929045289754867554e-02,6.164473295211791992e-01
2.800000000000000000e+01,9.828514605760574341e-02,6.175774931907653809e-01
2.900000000000000000e+01,9.743832796812057495e-02,6.220957636833190918e-01
3.000000000000000000e+01,9.615584462881088257e-02,6.199322342872619629e-01
3.100000000000000000e+01,9.550696611404418945e-02,6.269991397857666016e-01
3.200000000000000000e+01,9.487827867269515991e-02,6.252651214599609375e-01
3.300000000000000000e+01,9.464649111032485962e-02,6.172018051147460938e-01
3.400000000000000000e+01,9.435605257749557495e-02,6.134241819381713867e-01
3.500000000000000000e+01,9.355766326189041138e-02,6.062850952148437500e-01
