$32.633$ & $18.556$ & $13.076$ & $11.928$ \\
$0.404$ & $1.116$ & $9.106$ & $7.530$ \\
$0.391$ & $0.815$ & $3.662$ & $17.065$ \\
$0.528$ & $0.062$ & $4.117$ & $5.613$ \\
