$1.622$ & $1.222$ & $0.489$ & $2.590$ \\
$0.014$ & $0.048$ & $0.133$ & $2.749$ \\
$0.020$ & $0.068$ & $0.020$ & $0.689$ \\
$0.020$ & $0.038$ & $0.996$ & $0.072$ \\
