Iter,Loss,l1,l2
2.300000000000000000e+02,4.552444715017795147e+02,7.778259277343750000e+01,5.780266571044921875e+01
2.310000000000000000e+02,4.545101658151505717e+02,7.761183166503906250e+01,5.676357269287109375e+01
2.320000000000000000e+02,4.537743678813483825e+02,7.744095611572265625e+01,5.573653411865234375e+01
2.330000000000000000e+02,4.530369900785760819e+02,7.726997375488281250e+01,5.472116470336914062e+01
2.340000000000000000e+02,4.522979477143865665e+02,7.709891510009765625e+01,5.371707153320312500e+01
2.350000000000000000e+02,4.515571587740258792e+02,7.692778778076171875e+01,5.272386550903320312e+01
2.360000000000000000e+02,4.508145525017553723e+02,7.675659942626953125e+01,5.174123764038085938e+01
2.370000000000000000e+02,4.500700650277810837e+02,7.658535766601562500e+01,5.076892852783203125e+01
2.380000000000000000e+02,4.493236328497872023e+02,7.641408538818359375e+01,4.980670928955078125e+01
2.390000000000000000e+02,4.485752004679413858e+02,7.624278259277343750e+01,4.885440444946289062e+01
2.400000000000000000e+02,4.478247170787344658e+02,7.607145690917968750e+01,4.791186141967773438e+01
2.410000000000000000e+02,4.470721363126222627e+02,7.590011596679687500e+01,4.697896575927734375e+01
2.420000000000000000e+02,4.463174142105967803e+02,7.572875976562500000e+01,4.605562210083007812e+01
2.430000000000000000e+02,4.455605102589408943e+02,7.555741882324218750e+01,4.514176940917968750e+01
2.440000000000000000e+02,4.448013890703771267e+02,7.538607025146484375e+01,4.423738861083984375e+01
2.450000000000000000e+02,4.440400183851230622e+02,7.521473693847656250e+01,4.334251785278320312e+01
2.460000000000000000e+02,4.432763676499457119e+02,7.504341888427734375e+01,4.245727539062500000e+01
2.470000000000000000e+02,4.425104079400971386e+02,7.487211608886718750e+01,4.158184051513671875e+01
2.480000000000000000e+02,4.417421163493517611e+02,7.470083618164062500e+01,4.071652603149414062e+01
2.490000000000000000e+02,4.409714681488627548e+02,7.452957916259765625e+01,3.986173248291015625e+01
2.500000000000000000e+02,4.401984418687111429e+02,7.435835266113281250e+01,3.901795578002929688e+01
2.510000000000000000e+02,4.394230212368188404e+02,7.418714904785156250e+01,3.818574523925781250e+01
2.520000000000000000e+02,4.386451902491532451e+02,7.401597595214843750e+01,3.736571121215820312e+01
2.530000000000000000e+02,4.378649370508154561e+02,7.384484100341796875e+01,3.655847167968750000e+01
2.540000000000000000e+02,4.370822549474173684e+02,7.367373657226562500e+01,3.576467514038085938e+01
2.550000000000000000e+02,4.362971416907045068e+02,7.350266265869140625e+01,3.498495101928710938e+01
2.560000000000000000e+02,4.355095946201691390e+02,7.333162689208984375e+01,3.421992492675781250e+01
2.570000000000000000e+02,4.347196209176271964e+02,7.316062927246093750e+01,3.347017669677734375e+01
2.580000000000000000e+02,4.339272342050447264e+02,7.298966979980468750e+01,3.273625183105468750e+01
