Iter,Loss,l1,l2
1.920000000000000000e+02,4.996722668199349187e+02,8.624195098876953125e+01,1.232300491333007812e+02
1.930000000000000000e+02,4.989415508576983598e+02,8.612014770507812500e+01,1.227563171386718750e+02
1.940000000000000000e+02,4.982076437625892140e+02,8.599709320068359375e+01,1.222794265747070312e+02
1.950000000000000000e+02,4.974705014921677275e+02,8.587279510498046875e+01,1.217952575683593750e+02
1.960000000000000000e+02,4.967300956446889586e+02,8.574723815917968750e+01,1.212998657226562500e+02
1.970000000000000000e+02,4.959864079245598987e+02,8.562043762207031250e+01,1.207897338867187500e+02
1.980000000000000000e+02,4.952394174971755660e+02,8.549238586425781250e+01,1.202615890502929688e+02
1.990000000000000000e+02,4.944891126195219044e+02,8.536307525634765625e+01,1.197124862670898438e+02
2.000000000000000000e+02,4.937355014153352499e+02,8.523252105712890625e+01,1.191398849487304688e+02
2.010000000000000000e+02,4.929786007504278587e+02,8.510070800781250000e+01,1.185417175292968750e+02
2.020000000000000000e+02,4.922184256142802496e+02,8.496764373779296875e+01,1.179162750244140625e+02
2.030000000000000000e+02,4.914549950901059674e+02,8.483332061767578125e+01,1.172621612548828125e+02
2.040000000000000000e+02,4.906883426198235725e+02,8.469774627685546875e+01,1.165783996582031250e+02
2.050000000000000000e+02,4.899185070261478359e+02,8.456091308593750000e+01,1.158644790649414062e+02
2.060000000000000000e+02,4.891455280970259309e+02,8.442281341552734375e+01,1.151201858520507812e+02
2.070000000000000000e+02,4.883694506569883060e+02,8.428346252441406250e+01,1.143455886840820312e+02
2.080000000000000000e+02,4.875903331844157833e+02,8.414284515380859375e+01,1.135411148071289062e+02
2.090000000000000000e+02,4.868082355337432432e+02,8.400096130371093750e+01,1.127074813842773438e+02
2.100000000000000000e+02,4.860232162490527799e+02,8.385781860351562500e+01,1.118456878662109375e+02
2.110000000000000000e+02,4.852353371133513633e+02,8.371340942382812500e+01,1.109567871093750000e+02
2.120000000000000000e+02,4.844446683394278921e+02,8.356774139404296875e+01,1.100421524047851562e+02
2.130000000000000000e+02,4.836512764722401698e+02,8.342081451416015625e+01,1.091033248901367188e+02
2.140000000000000000e+02,4.828552232377923019e+02,8.327262878417968750e+01,1.081418838500976562e+02
2.150000000000000000e+02,4.820565736912745933e+02,8.312319183349609375e+01,1.071594467163085938e+02
2.160000000000000000e+02,4.812553966994524330e+02,8.297251892089843750e+01,1.061576995849609375e+02
2.170000000000000000e+02,4.804517560358834771e+02,8.282060241699218750e+01,1.051382522583007812e+02
2.180000000000000000e+02,4.796457088943771510e+02,8.266747283935546875e+01,1.041026153564453125e+02
2.190000000000000000e+02,4.788373135704882202e+02,8.251310729980468750e+01,1.030520782470703125e+02
2.200000000000000000e+02,4.780266284843019093e+02,8.235754394531250000e+01,1.019879074096679688e+02
2.210000000000000000e+02,4.772137056331098961e+02,8.220079040527343750e+01,1.009111175537109375e+02
2.220000000000000000e+02,4.763985903243696498e+02,8.204284667968750000e+01,9.982254028320312500e+01
2.230000000000000000e+02,4.755813303151073796e+02,8.188374328613281250e+01,9.872286987304687500e+01
2.240000000000000000e+02,4.747619708918037986e+02,8.172349548339843750e+01,9.761265563964843750e+01
2.250000000000000000e+02,4.739405521061242439e+02,8.156211090087890625e+01,9.649234771728515625e+01
2.260000000000000000e+02,4.731171115309090283e+02,8.139962005615234375e+01,9.536224365234375000e+01
2.270000000000000000e+02,4.722916879844390792e+02,8.123602294921875000e+01,9.422260284423828125e+01
2.280000000000000000e+02,4.714643183740415111e+02,8.107135009765625000e+01,9.307366180419921875e+01
2.290000000000000000e+02,4.706350362955182618e+02,8.090563201904296875e+01,9.191564178466796875e+01
2.300000000000000000e+02,4.698038781358275173e+02,8.073887634277343750e+01,9.074880218505859375e+01
2.310000000000000000e+02,4.689708815815953926e+02,8.057111358642578125e+01,8.957347869873046875e+01
2.320000000000000000e+02,4.681360845276237796e+02,8.040236663818359375e+01,8.839010620117187500e+01
2.330000000000000000e+02,4.672995244953540350e+02,8.023265838623046875e+01,8.719918823242187500e+01
2.340000000000000000e+02,4.664612450188971025e+02,8.006201171875000000e+01,8.600130462646484375e+01
